LOT_ID,EQUIPMENT_CODE,TRAN_TIME,INSP_VERSION,INSP_ITEM_SEQ,VALUE_SEQ,PLANT_CODE,SHOP_CODE,LINE_CODE,DEPARTMENT,CUSTOMER_CODE,PRODUCT_CODE,FLOW_CODE,OPERATION_CODE,STEP_CODE,INSP_ITEM_CODE,INSP_ITEM_NAME,INSP_ITEM_TYPE,VALUE_COUNT,VALUE_TYPE,SPEC_TYPE,TARGET_VALUE,SPEC_MIN_VALUE,SPEC_MAX_VALUE,CTRL_MIN_VALUE,CTRL_MAX_VALUE,SPEC_UNIT,INSP_CONDITION_1,INSP_CONDITION_2,ABNORMAL_FLAG,INSP_VALUE,SPEC_MASK,FINAL_RESULT,SPC_CHART_CODE,SUPER_PASS_FLAG,INSP_UDF_1,INSP_UDF_2,INSP_UDF_3,INSP_UDF_4,INSP_UDF_5,INSP_UDF_6,INSP_UDF_7,INSP_UDF_8,INSP_UDF_9,INSP_UDF_10,INSP_UDF_11,INSP_UDF_12,INSP_UDF_13,INSP_UDF_14,INSP_UDF_15,INSP_UDF_16,INSP_UDF_17,INSP_UDF_18,INSP_UDF_19,INSP_UDF_20
BM6A2NP1T260519Y0389,BM6A-205-A1,20260520064812,1,3,3,1216,,BM6A,,,GI37512900,BM06-A,BM205,BM-205-001,,검사값3,,0,,B,,1,9999,,,㏁,,,,9999,,OK,,,,,,,,,,,,,,,,,,,,,,
BM6A2NP1T260519Y0389,BM6A-205-A1,20260520064812,1,4,4,1216,,BM6A,,,GI37512900,BM06-A,BM205,BM-205-001,,검사값4,,0,,B,,1,9999,,,㏁,,,,9999,,OK,,,,,,,,,,,,,,,,,,,,,,
BM6A2NP1T260519Y0389,BM6A-205-A1,20260520064812,1,5,5,1216,,BM6A,,,GI37512900,BM06-A,BM205,BM-205-001,,검사값5,,0,,B,,1,9999,,,㏁,,,,9999,,OK,,,,,,,,,,,,,,,,,,,,,,
BM6A2NP1T260519Y0389,BM6A-205-A1,20260520064812,1,1,1,1216,,BM6A,,,GI37512900,BM06-A,BM205,BM-205-001,,검사값1,,0,,B,,1,9999,,,㏁,,,,9999,,OK,,,,,,,,,,,,,,,,,,,,,,
BM6A2NP1T260519Y0389,BM6A-205-A1,20260520064812,1,6,6,1216,,BM6A,,,GI37512900,BM06-A,BM205,BM-205-001,,검사값6,,0,,B,,1,9999,,,㏁,,,,9999,,OK,,,,,,,,,,,,,,,,,,,,,,
BM6A2NP1T260519Y0389,BM6A-205-A1,20260520064812,1,7,7,1216,,BM6A,,,GI37512900,BM06-A,BM205,BM-205-001,,검사값7,,0,,B,,1,9999,,,㏁,,,,0505,,OK,,,,,,,,,,,,,,,,,,,,,,
BM6A2NP1T260519Y0389,BM6A-205-A1,20260520064812,1,8,8,1216,,BM6A,,,GI37512900,BM06-A,BM205,BM-205-001,,검사값8,,0,,B,,1,9999,,,㏁,,,,0575,,OK,,,,,,,,,,,,,,,,,,,,,,
BM6A2NP1T260519Y0389,BM6A-205-A1,20260520064812,1,9,9,1216,,BM6A,,,GI37512900,BM06-A,BM205,BM-205-001,,검사값9,,0,,B,,1,9999,,,㏁,,,,9999,,OK,,,,,,,,,,,,,,,,,,,,,,
BM6A2NP1T260519Y0389,BM6A-205-A1,20260520064812,1,10,10,1216,,BM6A,,,GI37512900,BM06-A,BM205,BM-205-001,,검사값10,,0,,B,,1,9999,,,㏁,,,,9999,,OK,,,,,,,,,,,,,,,,,,,,,,
BM6A2NP1T260519Y0389,BM6A-205-A1,20260520064812,1,11,11,1216,,BM6A,,,GI37512900,BM06-A,BM205,BM-205-001,,검사값11,,0,,B,,1,9999,,,㏁,,,,0544,,OK,,,,,,,,,,,,,,,,,,,,,,
BM6A2NP1T260519Y0389,BM6A-205-A1,20260520064812,1,12,12,1216,,BM6A,,,GI37512900,BM06-A,BM205,BM-205-001,,검사값12,,0,,B,,1,9999,,,㏁,,,,0612,,OK,,,,,,,,,,,,,,,,,,,,,,
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,1,1,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 1 길이 측정,,,,B,40,39,42,,,mm,,,Y,40.281,39 ~ 42,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,2,2,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 1 폭 S 길이 측정,,,,B,1.4,0.6,1.6,,,mm,,,Y,0.9,0.6 ~ 1.6,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,3,3,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 1 폭 L 길이 측정,,,,B,1.4,0.6,1.6,,,mm,,,Y,1.003,0.6 ~ 1.6,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,4,4,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 1 기공 S 개수,,,,B,0,0,3,,,EA,,,Y,1,0 ~ 3,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,5,5,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 1 기공 L 개수,,,,B,0,0,0,,,EA,,,Y,0,0 ~ 0,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,6,6,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 2 길이 측정,,,,B,40,39,42,,,mm,,,Y,40.051,39 ~ 42,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,7,7,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 2 폭 S 길이 측정,,,,B,1.1,0.85,1.85,,,mm,,,Y,0.983,0.85 ~ 1.85,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,8,8,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 2 폭 L 길이 측정,,,,B,1.1,0.85,1.85,,,mm,,,Y,1.174,0.85 ~ 1.85,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,9,9,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 2 기공 S 개수,,,,B,0,0,3,,,EA,,,Y,0,0 ~ 3,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,10,10,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 2 기공 L 개수,,,,B,0,0,0,,,EA,,,Y,0,0 ~ 0,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,11,11,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 3 길이 측정,,,,B,40,39,42,,,mm,,,Y,40.043,39 ~ 42,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,12,12,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 3 폭 S 길이 측정,,,,B,1.1,0.85,1.85,,,mm,,,Y,1.113,0.85 ~ 1.85,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,13,13,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 3 폭 L 길이 측정,,,,B,1.1,0.85,1.85,,,mm,,,Y,1.275,0.85 ~ 1.85,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,14,14,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 3 기공 S 개수,,,,B,0,0,3,,,EA,,,Y,0,0 ~ 3,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,15,15,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 3 기공 L 개수,,,,B,0,0,0,,,EA,,,Y,0,0 ~ 0,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,16,16,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 4 길이 측정,,,,B,40,39,42,,,mm,,,Y,40.079,39 ~ 42,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,17,17,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 4 폭 S 길이 측정,,,,B,1.4,0.6,1.6,,,mm,,,Y,0.907,0.6 ~ 1.6,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,18,18,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 4 폭 L 길이 측정,,,,B,1.4,0.6,1.6,,,mm,,,Y,1.01,0.6 ~ 1.6,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,19,19,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 4 기공 S 개수,,,,B,0,0,3,,,EA,,,Y,2,0 ~ 3,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,20,20,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 4 기공 L 개수,,,,B,0,0,0,,,EA,,,Y,0,0 ~ 0,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,21,21,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 5 길이 측정,,,,B,40,39,42,,,mm,,,Y,40.272,39 ~ 42,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,22,22,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 5 폭 S 길이 측정,,,,B,1.4,0.6,1.6,,,mm,,,Y,0.907,0.6 ~ 1.6,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,23,23,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 5 폭 L 길이 측정,,,,B,1.4,0.6,1.6,,,mm,,,Y,1.019,0.6 ~ 1.6,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,24,24,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 5 기공 S 개수,,,,B,0,0,3,,,EA,,,Y,0,0 ~ 3,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,25,25,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 5 기공 L 개수,,,,B,0,0,0,,,EA,,,Y,0,0 ~ 0,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,26,26,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 6 길이 측정,,,,B,40,39,42,,,mm,,,Y,40.071,39 ~ 42,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,27,27,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 6 폭 S 길이 측정,,,,B,1.1,0.85,1.85,,,mm,,,Y,0.98,0.85 ~ 1.85,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,28,28,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 6 폭 L 길이 측정,,,,B,1.1,0.85,1.85,,,mm,,,Y,1.181,0.85 ~ 1.85,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,29,29,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 6 기공 S 개수,,,,B,0,0,3,,,EA,,,Y,0,0 ~ 3,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,30,30,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 6 기공 L 개수,,,,B,0,0,0,,,EA,,,Y,0,0 ~ 0,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,31,31,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 7 길이 측정,,,,B,40,38,42,,,mm,,,Y,39.939,38 ~ 42,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,32,32,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 7 폭 S 길이 측정,,,,B,1.1,0.85,1.85,,,mm,,,Y,1.164,0.85 ~ 1.85,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,33,33,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 7 폭 L 길이 측정,,,,B,1.1,0.85,1.85,,,mm,,,Y,1.24,0.85 ~ 1.85,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,34,34,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 7 기공 S 개수,,,,B,0,0,3,,,EA,,,Y,0,0 ~ 3,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,35,35,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 7 기공 L 개수,,,,B,0,0,0,,,EA,,,Y,0,0 ~ 0,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,36,36,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 8 길이 측정,,,,B,40,39,42,,,mm,,,Y,40.144,39 ~ 42,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,37,37,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 8 폭 S 길이 측정,,,,B,1.4,0.6,1.6,,,mm,,,Y,0.93,0.6 ~ 1.6,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,38,38,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 8 폭 L 길이 측정,,,,B,1.4,0.6,1.6,,,mm,,,Y,1.014,0.6 ~ 1.6,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,39,39,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 8 기공 S 개수,,,,B,0,0,3,,,EA,,,Y,0,0 ~ 3,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,40,40,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 8 기공 L 개수,,,,B,0,0,0,,,EA,,,Y,0,0 ~ 0,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,41,41,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 9 길이 측정,,,,B,40,39,42,,,mm,,,Y,39.912,39 ~ 42,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,42,42,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 9 폭 S 길이 측정,,,,B,1.4,0.6,1.6,,,mm,,,Y,0.921,0.6 ~ 1.6,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,43,43,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 9 폭 L 길이 측정,,,,B,1.4,0.6,1.6,,,mm,,,Y,1.019,0.6 ~ 1.6,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,44,44,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 9 기공 S 개수,,,,B,0,0,3,,,EA,,,Y,1,0 ~ 3,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,45,45,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 9 기공 L 개수,,,,B,0,0,0,,,EA,,,Y,0,0 ~ 0,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,46,46,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 10 길이 측정,,,,B,40,39,42,,,mm,,,Y,40.053,39 ~ 42,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,47,47,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 10 폭 S 길이 측정,,,,B,1.1,0.85,1.85,,,mm,,,Y,1.13,0.85 ~ 1.85,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,48,48,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 10 폭 L 길이 측정,,,,B,1.1,0.85,1.85,,,mm,,,Y,1.208,0.85 ~ 1.85,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,49,49,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 10 기공 S 개수,,,,B,0,0,3,,,EA,,,Y,0,0 ~ 3,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,50,50,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Front Position 10 기공 L 개수,,,,B,0,0,0,,,EA,,,Y,0,0 ~ 0,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,51,51,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Rear Position 1 길이 측정,,,,B,40,39,42,,,mm,,,Y,41.55,39 ~ 42,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,52,52,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Rear Position 1 폭 S 길이 측정,,,,B,1.1,0.6,1.6,,,mm,,,Y,0.912,0.6 ~ 1.6,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,53,53,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Rear Position 1 폭 L 길이 측정,,,,B,1.1,0.6,1.6,,,mm,,,Y,0.989,0.6 ~ 1.6,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
BM6A2NP1T260519Y0393,BM6A-140-A1,20260520065505,2,54,54,1216,-,BM6A,,,GI37512900,BM06-A,BM140,,,Rear Position 1 기공 S 개수,,,,B,0,0,3,,,EA,,,Y,0,0 ~ 3,OK,,,0,0,0,0,0,,,,,,,,,,,,,,20260520065121,20260520065132
